M1,M2,M3,M4,M5,M6,M7,M8,M9
0.0,-0.45559436,-1.4614148,1.0581479,-0.67947817,-1.2101667,-0.9274,0.0,-1.8732866
0.0,1.7442584,-1.4414561,0.086290434,-1.2923619,-1.4446137,-1.1322807,0.0,-0.24495658
0.0,-0.9582513,0.8118726,1.1615654,1.3284765,1.3729972,-1.02008,0.0,0.6714641
0.0,1.3925987,0.7587508,-0.6028602,-1.3447481,0.9783943,1.8591628,0.0,1.4574339
0.0,-1.3549551,0.5008614,-1.0145533,1.1522143,1.6462463,1.9125363,0.0,-0.2978488
0.0,-1.1586468,0.5660188,1.1969117,1.1440756,-1.7478397,1.336291,0.0,1.917328
0.0,-0.77050775,0.91399825,1.3150897,0.00037308037,-1.3593683,0.754479,0.0,2.2522361
0.0,-1.121844,-0.9612685,-0.74903345,-1.0278304,-1.6125145,0.64877945,0.0,-1.5813576
0.0,-1.0102715,-0.94013834,1.200247,-1.092781,-1.1596401,-1.1017791,0.0,-1.6183434
0.0,-0.40163198,-1.1795708,-0.3043091,-0.89133763,-1.6216084,-1.4364463,0.0,0.22870477
0.0,-1.4537753,0.59426284,-0.95518965,0.35129032,-1.5107461,-1.2909051,0.0,-1.7820066
0.0,2.2455566,0.8368865,0.9651092,1.0824132,0.7855565,0.9847621,0.0,-1.6767621
0.0,-0.8104555,-1.0120848,-0.8405512,-0.7370243,-1.47974,-1.210119,0.0,-1.1005046
0.0,-0.021971643,-1.3321409,-0.46745372,1.3088976,-1.2918359,-1.3151754,0.0,-1.6133116
0.0,-0.3926157,-1.5024246,0.0031852946,-1.3380959,-0.5921003,-0.8764616,0.0,-0.66713935
0.0,0.04105743,0.97320044,1.1350847,-0.63041216,-1.2340982,1.4847084,0.0,2.148689
0.0,-1.4129794,0.28264043,-0.6778693,-1.6034032,0.10621136,-1.2032353,0.0,-1.3231562
0.0,1.24942,0.9386184,0.9151012,1.1208482,1.1383382,-0.52846193,0.0,1.8727177
0.0,0.3510062,0.9658376,1.0262228,1.2011279,1.3559626,-0.54940087,0.0,2.075993
0.0,-0.022298545,-1.525354,-0.6341562,-1.7860972,0.12511675,-1.5690597,0.0,1.3756977
0.0,-1.1981962,0.6946094,1.0122746,1.1465045,1.4813348,0.28895095,0.0,1.8995132
0.0,-0.5678991,0.3816602,-0.7934552,0.97421,1.6298459,1.6093087,0.0,1.8702579
0.0,1.2160677,0.83498657,0.7668658,-1.1331552,1.2524836,1.5871892,0.0,1.3040146
0.0,1.8028877,0.74440956,0.7255211,-1.3107046,1.3217621,1.9587228,0.0,-1.3019528
0.0,1.8486999,-1.2451909,-0.73956347,-1.2259542,-1.0882747,-1.387054,0.0,-1.0204202
0.0,0.5857687,-1.2606528,-0.46410877,-1.1877615,-1.3274668,-1.3030266,0.0,-1.373882
0.0,-0.52451473,-1.4026847,-0.3500553,0.11179522,-1.3332716,-1.2165905,0.0,-1.6311831
0.0,-1.1749649,0.6316488,-1.1027933,-1.3095009,-2.109518,0.030696614,0.0,1.8372577
0.0,-0.88819706,0.8169203,1.009825,1.3515167,1.3199719,-0.96911407,0.0,2.1103175
0.0,-1.4226661,0.6072663,-0.9990022,-0.5973973,-1.546889,-1.0761933,0.0,-1.6434103
0.0,-0.698665,-1.509356,0.07326289,-0.14879507,-1.6644092,0.81999457,0.0,-1.6730688
0.0,-0.6710208,-1.0743998,-0.25848144,-1.4746199,-1.63512,0.9354914,0.0,-0.7663864
0.0,0.8936732,-0.8852007,0.67838055,0.9945418,1.6049111,1.0228405,0.0,1.3083342
0.0,-1.2975516,-0.89501405,0.713134,-1.2135137,0.16689017,1.0133339,0.0,-1.9295032
0.0,0.42619938,0.88461053,1.5192935,1.5027819,-1.5307859,-1.1241133,0.0,1.9858329
0.0,0.08260687,0.7505481,-0.9259285,-1.5295559,1.5754715,-1.6259412,0.0,-1.2312466
0.0,-1.0522326,-0.70015,-0.9366424,-0.8990567,-1.2154092,-1.3241074,0.0,-0.4855417
0.0,-1.0717626,-0.9191024,1.1353335,1.2815828,-1.2793918,-0.994146,0.0,-2.0784194
0.0,2.2340672,0.8594949,-0.1556128,0.75608164,-1.1337931,2.051019,0.0,-0.056592476
0.0,-1.4398589,0.0036930144,-0.12138824,-1.2414585,-1.757185,2.0496833,0.0,-1.3014919
0.0,0.08166689,0.71234584,-0.97194976,1.1189373,1.1687275,1.6621345,0.0,1.8332847
0.0,0.21699715,0.8359746,-1.0648074,-1.5705503,-1.7949758,-1.4203478,0.0,1.705139
